SMILES,butina_clusters,split,test_subset
O=C(CCN1C(=O)/C(=C/c2ccccc2Cl)SC1=S)NC1C=CS(=O)(=O)C1,158,train,False
COc1ccc(CN(C(=O)c2cc(=O)c3ccccc3o2)C2CCS(=O)(=O)C2)cc1,354,train,False
Cc1ccc(C)c(NC(=S)NCC(c2ccccc2)N(C)C)c1,107,train,False
CCN(CC)S(=O)(=O)c1ccc2c(c1)nc(CCC(=O)Nc1ccc(N3CCOCC3)cc1)n2C,3,train,False
CCOc1ncccc1C(=O)N(C)CC1COc2ccccc2O1,1394,val,False
COc1ccc(-c2cc(C(=O)NCCCN3CCOCC3)no2)cc1,4,train,False
Cc1cccc(-c2nsc(SCC(=O)NCc3ccc4c(c3)OCO4)n2)c1,5,train,False
CCc1cccc(CC)c1NC(=O)COC(=O)CCc1cc(OC)c(OC)c(OC)c1,64,train,False
CCCc1c(C)c2ccccc2[nH]c1=O,750,train,False
CCNC(=S)Nc1ccc(OCC)cc1,15,train,False
Cc1cc(C(=O)OCC(=O)NCc2cccs2)c2ccccc2n1,109,train,False
COc1ccc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc2N2CCOCC2)cc1,1,train,False
O=C(Oc1ccccc1N1C(=O)C2CC=CCC2C1=O)c1ccc(Br)cc1,4743,test,False
COc1ccc(CCN(Cc2ccccn2)C(=S)Nc2ccccc2C)cc1OC,785,test,False
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)cc1,1,train,False
O=c1c2ccccc2[nH]c(=S)n1-c1cccnc1,487,train,False
Cc1c(NC(=O)CSCc2ccco2)c(=O)n(-c2ccccc2)n1C,13,train,False
Oc1ccc(Cl)cc1C1=NCCNC(C(F)(F)C(F)F)=C1,9438,val,False
COc1ccc(NC(=O)N(Cc2cccnc2)Cc2ccccc2Cl)c(OC)c1,14,train,False
Cc1cccc(C(=O)Nc2ccc(C(=O)/C=C/c3cccs3)cc2)c1,6,train,False
Cc1c(Cc2c(Cl)cccc2Cl)c(=O)ccn1C(C)c1ccccc1,11105,test,False
COC(=O)c1ccccc1NS(=O)(=O)c1ccc(O)c(C(=O)O)c1,35,train,False
O=C(COC(=O)C1CC2C=CC1C2)Nc1ccccc1F,64,train,False
O=C(Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1)c1ccc(S(=O)(=O)N2CCCC2)cc1,1,train,False
Cn1c(=O)c2ncn(CC(=O)N/N=C/c3ccco3)c2n(C)c1=O,471,train,False
Cc1ccc(S(=O)(=O)N(C)c2ccc3ccccc3c2)cc1,59,train,False
CCCn1cnnc1CNC(=O)C1CCC(=O)N(CCc2ccc(OC)cc2)C1,24,train,False
COc1cccc(NC(=S)N(Cc2ccccn2)Cc2ccccc2Cl)c1,139,train,False
O=S(=O)(c1ccccc1)c1nc(-c2cccc(Cl)c2)oc1N1CCOCC1,1079,train,False
Cc1ccccc1NC(=O)CSc1nc(O)cc(=O)n1C,9,train,False
COc1ccc(OCc2nnc(SCC(=O)N3CCCc4ccccc43)n2-c2ccc(C)cc2)cc1,22,train,False
COC(=O)CCCC(=O)N(C)CC1CCCN(CCc2ccccc2C)C1,2743,test,False
COc1cc(C(=O)NC(C)CCn2cccn2)ccc1OC1CCN(C(C)=O)CC1,791,val,False
COc1ccc(OC)c(C(=O)c2ccccn2)c1,14,train,False
O=C(NCCc1ccccc1)Nc1ccc(Cl)cc1,0,train,False
CC(=O)NC(c1ccc2ccccc2c1)c1ccc2cccnc2c1O,3173,train,False
O=c1cc(CN2CCN(c3ccc(O)cc3)CC2)nc2scc(-c3ccccc3)n12,4014,val,False
CN(c1c(C#N)c(C(F)(F)F)nn1C)N(S(C)(=O)=O)S(C)(=O)=O,5682,train,False
CCN(CC)S(=O)(=O)c1ccc(OC)c(NC(=O)c2ccc(=O)[nH]c2)c1,14,train,False
CN(Cc1ccco1)C(=O)c1c[nH]c2ccc(S(=O)(=O)Nc3ccc4c(c3)OCCO4)cc2c1=O,146,train,False
Cc1csc2ncc(C(=O)Nc3ccc(C(F)(F)F)cc3)c(=O)n12,2319,test,False
CCN(CC)CCCN1CC(O)=C(c2nc3ccccc3s2)C1=N,3781,train,False
CC(=O)c1ccc(NC(=O)/C(=C\c2ccccc2)NC(=O)/C=C/c2ccccc2)cc1,233,train,False
N=C1S/C(=C\c2ccc(-c3ccccc3C(=O)O)o2)C(=O)N1c1ccc2c(c1)OCO2,3842,train,False
COc1ccc(C2=NOC(C(=O)Nc3ccc4c(c3)OCCO4)C2)cc1OC,60,train,False
Cc1oc2ccc(O)cc2c1C(=O)c1ccc([N+](=O)[O-])cc1,980,val,False
O=C(c1cccs1)N1CCN(Cc2ccccc2[N+](=O)[O-])CC1,26,train,False
c1ccc(C(c2ccccc2)c2noc(CN3CCN(CC4CC4)CC3)n2)cc1,2058,train,False
CCC(C)Sc1nnc(NC(=O)C2CCN(C(=O)c3ccco3)CC2)s1,31,train,False
CC(=O)N1CCCc2cc(S(=O)(=O)Nc3ccc4c(c3)OCO4)ccc21,32,train,False
Cc1c(Cc2ccccc2)c(=O)oc2cc(OCC(=O)N3CCC(C(=O)O)CC3)ccc12,52,train,False
Cc1ccc(CN2CCN(Cc3ccccc3)CC2)cc1,26,train,False
O=C(NC1CCCCC1)C1CCC(=O)N(Cc2cccc(C(F)(F)F)c2)C1,122,train,False
O=C(NCCN1CCNC1=O)C1CCC(=O)N(Cc2cccc(C(F)(F)F)c2)C1,122,train,False
Cc1cc(F)ccc1S(=O)(=O)N1CCCOC1CNC(=O)C(=O)NCc1ccccn1,20,train,False
O=C(NCCCn1ccnc1)/C(=C\c1cccs1)NC(=O)c1ccccc1,138,train,False
COC(=O)Cn1nc(C)c2ccccc2c1=O,69,train,False
COc1ccc(Nc2nc(Cl)nc(NCc3ccco3)n2)c(OC)c1,31,train,False
COc1ccc(C(CCN2CCCC(C)C2)c2c(OC)cc(OC)c3c(C)cc(=O)oc23)cc1,2832,train,False
Cc1cccc2cc(/C=N/NC(=O)CN3CCOCC3)c(Cl)nc12,4,train,False
CCCCn1c(SC(C)C(=O)c2ccc(OC)cc2)nc2cc(S(N)(=O)=O)ccc21,1014,train,False
COc1cccc(NC(=O)CSc2nnc(NC(=O)C3CCC3)s2)c1,1,train,False
Cc1ccc(CNC(=O)CCC2CCCN(C(=O)c3ccc4c(c3)OCO4)C2)o1,165,train,False
Cc1cc(C)n(-c2nnc(C)n2/N=C/c2ccc(O)cc2)n1,828,train,False
Cc1cc(NC(=O)CN2C(=O)NC(C)(c3ccccc3)C2=O)no1,25,train,False
CC1CN(C(=O)c2c(Br)cnn2C)CC(C)O1,2153,val,False
CN(CCCNC(=O)c1ccccc1F)CCCNC(=O)c1ccccc1F,27,train,False
COc1ccc(-c2noc(CCC(=O)N3CCCCC3)n2)cc1,55,train,False
COCC(C)NC(=O)c1ccc(CN2CCc3ccccc3C2)cc1,416,train,False
CC(=O)c1cccc(NC(=O)COC(=O)C2=COCCO2)c1,28,train,False
COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@@]3(C)C(=CC(=O)C4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2C1,7873,test,False
CCCCCn1c(=O)c(C(=O)Nc2ccccc2)c(O)c2ccccc21,9,train,False
Cc1cc(NC(=O)CSc2nnc(-c3ccccc3)n2Cc2ccco2)no1,13,train,False
Cc1ccccc1C(=O)c1cccn1CC(=O)NCCCc1ccccc1,155,train,False
Brc1ccc2ncnc(NCc3ccccc3)c2c1,2516,train,False
Cc1ccc(S(=O)(=O)NCCCn2ccnc2)cc1C(=O)NC(C)C,138,train,False
CCCn1c(N)c(N2CCCCC2)c(=O)n(CC(=O)Nc2ccccc2C)c1=O,80,train,False
CCn1ccc(C(=O)Nc2ccccc2SC)n1,303,train,False
O=C(O)c1ccc(F)c(S(=O)(=O)Nc2ccccc2Cl)c1,137,train,False
COc1ccccc1C(=O)N(Cc1ccc(Cl)cc1)C1CCS(=O)(=O)C1,376,train,False
COc1ccc(NS(=O)(=O)c2cc(NC(=O)C3CCCCC3)ccc2N2CCOCC2)cc1,33,train,False
CCOC(=O)N1CCN(C(=O)COc2ccc(S(=O)(=O)Nc3ccc(OCC)cc3)cc2)CC1,15,train,False
CC(C)CNC(C)C(=O)Nc1ccc(S(N)(=O)=O)cc1,88,train,False
N#Cc1c(NC(=O)c2ccc(Br)o2)n(-c2ccccc2)c2nc3ccccc3nc12,272,train,False
COC(c1ccccc1)c1nnc(CCC(=O)N(C)Cc2cccc(-n3cccn3)c2)o1,665,train,False
O=C(Nc1cccc(-c2csc(Nc3cccc(C(F)(F)F)c3)n2)c1)c1cc([N+](=O)[O-])cc(C(F)(F)F)c1,474,train,False
CC(C)CNc1c(N)c(=O)oc2ccccc12,1340,val,False
COc1ccc(CN(CC2CCC(C(=O)O)CC2)C(=S)Nc2cccc(C)c2)cc1,381,train,False
CCOc1ccc(/C=N/NC(=S)NC2CC3CC2C2C=CCC32)cc1,497,train,False
COCCNC(=O)c1cc2c(s1)-c1ccc(Cl)cc1SC2,5259,train,False
CCC(C)c1ccc(S(=O)(=O)N2CC(=O)Nc3ccccc32)cc1,498,train,False
NNC(=O)c1ccccc1-n1cccc1,4361,train,False
CCCCn1c(SCC(=O)N2CCOCC2)nnc1-c1ccoc1C,162,train,False
CCC1CCc2c(sc(NC(=O)c3ccco3)c2C(N)=O)C1,140,train,False
COc1ccc(-c2csc(Nc3ccccc3)n2)cc1,173,train,False
O=C(O)CC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3nc4ccccc4s3)o2)SC1=S,1476,train,False
CCOc1ccc(NC(=S)N(CCN2CCOCC2)Cc2ccc3c(c2)CCCN3CC)cc1,124,train,False
Cc1ccc(O)c(N=Nc2ccc(S(=O)(=O)N3CCCC3)cc2)c1,1,train,False
CCCCNC(=O)C(=O)NC(C)CCc1ccccc1,132,train,False
COCCn1c(Cc2cccn2C)nnc1SCC(=O)Nc1nccs1,44,train,False
Cc1cc(C)nc(SCC(=O)Nc2ccccc2[N+](=O)[O-])n1,22,train,False
CCN(CC)S(=O)(=O)c1ccc(OC)c(NC(=S)Nc2cc(C)ccc2C)c1,41,train,False
Cc1ccccc1NS(=O)(=O)c1ccc(NC(=O)N2CCCCC2)cc1,19,train,False
CCCc1ccc(S(=O)(=O)NCC2CCCN2CC)cc1,103,train,False
Cc1c(Cc2ccccc2)c(=O)oc2cc(OCC(=O)NC(Cc3ccc(Cl)cc3)C(=O)O)ccc12,168,train,False
CSCc1c(C(=O)Nc2ccc(N3CCOCC3)cc2)oc2ccccc12,23,train,False
C=CCc1cc(C=O)cc(OC)c1OCc1c(Cl)cccc1Cl,3948,train,False
CS(=O)(=O)N1CCN(C(=O)Cc2ccc(Br)cc2)CC1,266,val,False
CC(Sc1nc(N)cc(=O)[nH]1)C(=O)Nc1nc2c(s1)CCCC2,1500,test,False
CC1CCN(c2ccccc2NC(=O)c2ccc([N+](=O)[O-])o2)CC1,42,train,False
O=C(Nc1ccc(C(=O)NCc2ccccc2Cl)cc1)C1=CSCCO1,125,train,False
C=C1CCN([C@@H](C)C(=O)NCc2cc(OC)c(OC)c(OC)c2)S(=O)(=O)c2ccccc21,1364,val,False
CCN(CC)S(=O)(=O)c1ccc(NC(=O)CSc2cccc[n+]2[O-])cc1,93,train,False
Cc1ccc(NS(=O)(=O)c2cccc(C(=O)NNC(=O)c3cccn3C)c2)c(C)c1,306,train,False
Nc1nc(SCC(=O)N2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)n[nH]1,7,train,False
COc1ccc(CCNC(=S)NC(=O)c2cccc([N+](=O)[O-])c2)cc1OC,2,train,False
CC1CCCN(C(=O)c2ccc3c(c2)C(=O)N(CCC2=CCCCC2)C3=O)C1,153,train,False
Cc1cc(C)n2nc(C(=O)Nc3c(C)nn(Cc4ccc(F)cc4)c3C)cc2n1,997,train,False
Cc1nc(C(=O)Nc2ccccc2)sc1C1(C)CC(c2cccc([N+](=O)[O-])c2)=NO1,34,train,False
CNC(=S)N(CCc1c(C)[nH]c2ccc(Cl)cc12)Cc1cccnc1,1626,train,False
CCSc1nc2ccccc2n1C(=O)/C=C/c1ccc(OC)c(OC)c1,84,train,False
S=c1[nH]c(-c2ccccc2)cn1/N=C/c1ccc(Br)cc1,828,train,False
CC(C)CN(C(=O)CCc1ccccc1)c1c(N)n(CC(C)C)c(=O)[nH]c1=O,488,train,False
CC(=O)n1cc([C@@H]2C=C(C(=O)N3CCN(Cc4ccccc4)CC3)O[C@H](OCc3ccc(CO)cc3)C2)c2ccccc21,726,train,False
O=C(CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O)Nc1cccnc1Cl,276,train,False
NS(=O)(=O)c1ccc(NC(=S)N2CCN(C(=O)C3CCCO3)CC2)cc1,378,train,False
CC(=O)c1cccc(S(=O)(=O)Nc2ccc3nc(C)sc3c2)c1,306,train,False
O=C(N=C1SC2CS(=O)(=O)CC2N1CCc1ccccc1)C1CCCCC1,2225,train,False
O=C(NCc1ccccc1F)C(=O)NCC1OCCCN1S(=O)(=O)c1cccs1,20,train,False
CC(C)CCCC(C)CCOC(=O)CN1CCCC1,2361,train,False
Cc1onc(-c2ccccc2)c1C(=O)Nc1ccc(Br)cc1Cl,178,train,False
S=C(NCc1ccc(Cl)cc1)Nc1ccccc1,7,train,False
C/C(=N/NC(=O)C1CC1(c1ccccc1)c1ccccc1)c1ccco1,8,train,False
Cc1ccc2oc(=O)n(Cc3ccc(OC(C)C)cc3)c2c1,3535,train,False
CCc1ccc(NC(=O)CSc2nc3ccsc3c(=O)n2CCC(=O)O)cc1,9,train,False
Nc1nonc1-n1nnc(C(=O)N/N=C/c2ccccc2Cl)c1-c1ccc2c(c1)OCO2,282,train,False
CCOC(=O)N1CCN(C(=O)C2CCC(=O)N(CCc3ccccc3)C2)CC1,15,train,False
N#CCC(=O)Nc1ccc(C(=O)OCC(=O)Nc2ccccc2Sc2ccccc2)cc1,97,train,False
Cn1c(SCC(=O)N2CCCCCC2)nnc1-c1ccco1,13,train,False
OCC1(CC2CCCCO2)CCN(Cc2cccc(O)c2)CC1,578,train,False
CCOC(=O)N1CCN(C(=O)c2ccccc2N(C)S(C)(=O)=O)CC1,17,train,False
O=C(NC(=S)NCCC1=CCCCC1)c1ccco1,8,train,False
COc1ccc(NC(=O)N2CCCc3ccccc32)cc1OC,19,train,False
NC(=O)CC(NC(=O)c1ccc(Br)cc1)c1ccc(N2CCCCCC2)c([N+](=O)[O-])c1,42,train,False
Cc1ccc(C(=O)NCC(=O)N/N=C/c2sccc2C)cc1[N+](=O)[O-],291,train,False
CC(C)C(=O)N1CCC2(CC1)Oc1ccc(F)cc1C(=O)C21CC(c2cccnc2)=NO1,6254,val,False
O=C(Nc1ccc(CN2CCS(=O)(=O)CC2)cc1)c1ccccc1,6,train,False
CCc1cccc(CC)c1NC(=S)NCCc1c(C)[nH]c2ccccc12,88,train,False
O=C(CC1CCCCC1)Nc1ccc(-c2ccc3nncn3n2)cc1,1695,val,False
COc1cc(C(=O)NC(=S)Nc2cccc(-c3cc4ccccc4oc3=O)c2)cc(OC)c1OC,189,train,False
CC1(c2ccc(Cl)cc2)NC(=O)CS1,9529,val,False
COC(=O)C1=C(O)/C(=C/c2ccc(OCC(=O)Nc3ccccc3)cc2)N=C1C,0,train,False
Cc1ccc(C(C)C)c(OCC(=O)N/N=C/C2CCCCC2)c1,786,val,False
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N/N=C(\N)COc1ccc(Cl)cc1,197,train,False
Cc1cc(=O)oc2ccc(OCC(=O)NCc3ccco3)cc12,13,train,False
Cc1cccn2cc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)nc12,3,train,False
Cc1sc2nc(CSc3ncn[nH]3)[nH]c(=O)c2c1C,1256,train,False
CCOC(=O)C(/C=C(\C#N)C(=O)OCC)=C(/N)N1CCN(c2ccc(Cl)cc2)CC1,257,train,False
O=C1c2ccccc2C(=O)N1Cc1nc(-c2ccccc2)no1,449,train,False
COC(=O)Cn1ccc2cc(S(=O)(=O)N3CCCCC3)ccc21,1,train,False
COC(=O)c1cccc(N(CC(=O)NC2CCCC2)C(=O)CNC(=O)c2cccs2)c1,87,train,False
O=C(c1ccccn1)N1CCCC(N2CCN(c3cccc(C(F)(F)F)c3)CC2)C1,627,train,False
O=C(CCc1ccccc1)N=C1SC2CS(=O)(=O)CC2N1c1ccc(F)cc1,2225,train,False
CC(C)(C)N1CC(C(=O)O)CC1=O,6903,train,False
Cc1cc(NC(=S)N(CCN2CCOCC2)Cc2ccccc2F)ccc1Cl,124,train,False
O=S(=O)(c1cc(Cl)ccc1Cl)N1CCN(Cc2ccco2)CC1,200,train,False
Cc1ccc(/C=N/NC(=O)c2ccc3c(c2)OCCO3)s1,32,train,False
CC1(C)C2([N+](=O)[O-])CN3CC1([N+](=O)[O-])CN(C2)C3c1cccnc1,4765,test,False
CCOC(=O)c1c(C)[nH]c(C)c1S(=O)(=O)N1CCN(c2cccc(C)c2)C(C)C1,1750,test,False
O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2F)cc1)N1CCCCC1,43,train,False
CC(C)(C)C(=O)Nc1sc2c(c1C(=O)Nc1ccccn1)CCCC2,170,train,False
COc1ccc(CC(=O)OCC(=O)Nc2ccc3c(c2)OCO3)cc1OC,5,train,False
COc1ccc(C2NC(=S)NC3=C2CCCC3=C2SCCS2)cc1,7864,train,False
O=C(Cn1cnc2cc(Cl)ccc2c1=O)Nc1ccc2c(c1)OCO2,10,train,False
CCOC(=O)CC(=O)NC(CC(=O)OC)c1ccc(C(C)C)cc1,948,train,False
CC(C)C[C@H](NC(=O)c1nc[nH]c1C(=O)N(C)Cc1ccccc1)C(=O)OC(C)(C)C,895,train,False
CCc1cc(=O)oc2c3c(cc(OCC(=O)NCc4ccccn4)c12)OC(C)(C)CC3,76,train,False
COC(=O)C1(C)Cc2cc(OC(C)=O)c(OC(C)=O)cc2N1,13444,val,False
c1ccc(-c2nc(-c3ccncc3)n[nH]2)nc1,2045,train,False
COc1ccc(/C=N/NC(=O)c2cccc(NC(C)=O)c2)c(C(=O)O)c1OC,18,train,False
Cc1cccc(C(C)(C)C)c1OCCn1ccnc1,823,train,False
CC(C)(C)c1cc(N/C=C\c2nnnn2-c2ccc(Br)cc2)no1,4394,val,False
Cc1cc(F)ccc1S(=O)(=O)N1CCCOC1CNC(=O)C(=O)NCC(C)C,241,train,False
COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1cnn(C)c1C,1710,train,False
COc1ccc2c(c1)SCC(=O)N2C,1732,train,False
COc1ccccc1NC(=S)NC(C)=O,4,train,False
Cc1cccc(N=c2c([N+](=O)[O-])nn(-c3ccc(Cl)cc3)n2O)c1,2547,test,False
Cc1ccc(S(=O)(=O)/N=C(/NC(=S)Nc2c(C)n(C)n(-c3ccccc3)c2=O)c2ccccc2)cc1,66,train,False
Cc1ccc(-c2noc(CN3CCC(C(N)=O)CC3)n2)cc1,144,train,False
CCc1c(C)nc(SCC(=O)N2CCc3ccccc32)[nH]c1=O,119,train,False
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OCc1c(C)no[n+]1[O-],1417,train,False
Cc1csc(NC(=O)CSc2nnc(-c3ccncc3)o2)n1,16,train,False
CCN(C(=O)CSc1nc2nc(C)cc(C)n2n1)c1ccccc1,249,train,False
CCc1c(C)sc(NC(=O)c2cnn3cccnc23)c1C#N,2374,train,False
O=C(Nc1cccc(C(=O)N2CCOCC2)c1)c1cncc(Br)c1,36,train,False
CCOC(=O)c1[nH]c(C)c(C(=O)NCC2CCCO2)c1C,20,train,False
CC(C)c1ccc(S(=O)(=O)Nc2ccc(N3CCOCC3)cc2)cc1,23,train,False
CC(C)(C)c1ccc(/C=C/C(=O)NC2CCS(=O)(=O)C2)cc1,1050,val,False
COc1cc(/C=N/n2c(-c3n[nH]c4c3CCC4)n[nH]c2=S)ccc1O,828,train,False
CC1CCCN(C(=O)COc2ccc(NC(=O)c3cccs3)cc2)C1,15,train,False
COc1ccc(OCc2cc(C(=O)NCCCc3ccccc3)no2)c(Cl)c1,2,train,False
CCN(c1cccc(C)c1)C(C(=O)Nc1ccc(OC)cc1)c1cc2c(cc1[N+](=O)[O-])OCO2,695,train,False
Cc1cccc(C(=O)N(Cc2nc3ccccc3c(=O)[nH]2)C2CCCCC2)c1,1004,val,False
Cc1ccc(-c2ccnc3nc(-n4cccc4)nn23)o1,6668,val,False
O=S1(=O)[C@H]2C[C@@H]3C=C[C@@]2(CN1Cc1cccc(Cl)c1)O3,2474,train,False
CC(=O)Oc1ccc(S(=O)(=O)c2ccc(OC(C)=O)cc2)cc1,210,train,False
CC12CCC(C(=O)Nc3ccccc3Cl)([C@H](Br)C1=O)C2(C)C,276,train,False
COc1ccccc1CNC(=O)C(C)NS(=O)(=O)c1ccc(Br)cc1,20,train,False
COc1cccc(-n2cnc3c(sc4nc(N5CCOCC5)c5c(c43)CCCC5)c2=O)c1,1079,train,False
COCc1cc(=O)[nH]c(/N=C(\N)Nc2ccc(Cl)c(Cl)c2)n1,419,train,False
COC(=O)c1cccc(Nc2ccc([N+](=O)[O-])cn2)c1,34,train,False
O=C(NC(=O)N1CCN(c2ccc([N+](=O)[O-])cn2)CC1)c1c(Cl)cccc1Cl,734,train,False
O=C(/C=C/c1ccco1)Nc1ccc(C(=O)N2CCOCC2)cc1,43,train,False
O=C(c1cc2cc(Br)ccc2o1)N1CCOCC1,114,train,False
COc1cc(CN(C(=O)c2cc3ccccc3oc2=O)C2CCS(=O)(=O)C2)cc(OC)c1OC,376,train,False
COc1ccc(/C=N/NC(=O)c2ccccc2O)cc1Cn1cc(Cl)cn1,18,train,False
NS(=O)(=O)c1ccc(CNC(=O)c2scc3c2CCCC3)cc1,222,train,False
COc1ccc(-c2cn[nH]c2-c2ccc(OC)cc2O)cc1,1295,train,False
Cc1nn2c(-c3cccc(NC(=O)c4ccco4)c3)nnc2c2ccccc12,8,train,False
CCOc1ccc(NC(=O)CSc2nc(O)c(C)c(=O)n2-c2ccc(F)cc2)cc1,9,train,False
O=C(COC(=O)COc1ccccc1Cl)Nc1ccccc1OC(F)F,64,train,False
COCCCN1C(=O)c2ccc(C(=O)Nc3ccc(C)cc3C)cc2C1=O,107,train,False
[O-]/C(=C(\C(=S)Nc1ccc(Cl)cc1)[n+]1ccccc1)c1ccc(OC(F)F)cc1,1506,val,False
Cc1cccc(OCC(=O)NC(=S)Nc2ccccc2N2CCOCC2)c1,4,train,False
COc1ccc(-n2ncc3c2CC(C)(C)CC3NC(=O)c2oc(C)cc2C)cc1,1370,train,False
COc1cccc(NC(=S)N2CCN(c3ccccn3)CC2)c1,1,train,False
Cc1c(C(=O)OCc2ccccc2)[nH]c2c1C(=O)CC(c1ccco1)C2,1893,train,False
O=C(c1cccs1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,26,train,False
CC(=O)NC1C(=O)Nc2c(C)cc(C)cc21,10864,val,False
NS(=O)(=O)c1ccc(CCNC(=O)Cn2c(=O)c3cccn3c3cccnc32)cc1,88,train,False
CCOC(=O)N1CCN(C(=O)c2ccc(C#CC3(O)CCCCC3)cc2)CC1,15,train,False
CC(=O)NC(Cc1ccccc1)C(=O)OCC(=O)c1ccc(F)cc1,252,train,False
CCCNC(=O)Cn1cc(S(=O)(=O)N2CCCC2)c(S(=O)(=O)N2CCCC2)c1,21,train,False
CCN(CC)S(=O)(=O)c1ccc(N/N=C/c2cccnc2)nc1,1477,val,False
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)O/N=C(\C#N)c1c(Cl)cccc1Cl,197,train,False
O=C(NC(NC(=S)Nc1cc(Cl)ccc1Cl)C(Cl)(Cl)Cl)c1ccco1,54,train,False
COc1cc2c(cc1OC)CN(CC(=O)Nc1ccc(Cl)c(S(=O)(=O)N(C)C)c1)CC2,69,train,False
N#Cc1cccc(C(=O)N(CCc2ccccc2)Cc2cccs2)c1,2075,val,False
Cc1ccc(S(=O)(=O)/N=C(\CN2CCCCC2)N2CCOCC2)cc1,3,train,False
COc1ccc(NC(=O)CSc2ncc(-c3ccc(F)cc3)n2Cc2ccco2)cc1,0,train,False
CC(=Nc1ccccc1N)c1c(O)n(C)c(=O)n(C)c1=O,2366,test,False
CCOC(=O)c1c(C)n(CC(COC(C)=O)OC(C)=O)c2ccc(OC(C)=O)cc12,3021,train,False
Cc1cc(S(=O)(=O)NCC(c2ccccc2)c2ccccc2)ccc1-n1cnnn1,1748,train,False
Cc1ccc(CNC(=O)COc2ccc(S(=O)(=O)N3CCCC3)cc2)cc1,1,train,False
CC1CN(C(=O)c2cc(S(=O)(=O)N(C)c3ccc(F)cc3)ccc2Cl)CC(C)O1,508,train,False
Cc1ccc(NC(=O)CSCc2cc(=O)n3cc(C)sc3n2)cc1,3,train,False
Cc1[nH]n(S(=O)(=O)Cc2ccccc2)c(=O)c1N=Nc1ccccc1Cl,7779,test,False
CCCCn1c(O)c(/C=C/C=Nc2ccccc2)c(=O)[nH]c1=O,748,train,False
CCOc1cc(/C=C2/NC(=O)N(CC(=O)OC)C2=O)ccc1OC,1022,train,False
O=C(c1cscn1)N1CCCC(N2CCN(c3ccc(F)cc3)CC2)C1,639,train,False
Cn1c(N)c(C(=O)COC(=O)CC(NC(=O)c2ccccc2Cl)c2ccccc2)c(=O)n(C)c1=O,811,train,False
COc1cc(NC(=O)c2cc(Cl)ccc2Cl)ccc1-c1cc2ccccc2oc1=O,27,train,False
CC(=O)NC(Cc1ccccc1)C(=O)OCC(=O)c1ccc(Br)cc1,193,train,False
O=C(CCS(=O)(=O)c1ccccc1)NCCS(=O)(=O)c1ccccc1,214,train,False
Cc1ccc(C)c(NCCC#N)c1,2959,val,False
COc1ccc(C(=O)NC2CC2)cc1OC1CCN(Cc2ccc(NC(C)=O)cc2)CC1,2,train,False
Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)CN1C(=O)NC2(CCCCCCC2)C1=O,80,train,False
COc1ccc(Cc2c(O)nc[nH]c2=O)cc1,872,val,False
COc1ccc(OCc2n[nH]c(=S)n2Cc2ccco2)cc1,342,train,False
COc1cccc(C2=NOC(C(=O)Nc3ccc4c(c3)OCO4)C2)c1OC,10,train,False
COc1ccc(SCc2noc(C(=O)NC(C)C)c2C(=O)O)cc1,399,train,False
COc1cc(/C=N/NC(=O)c2cnccn2)ccc1O,18,train,False
O=C(Cn1cnc([N+](=O)[O-])n1)NC1CC1,619,train,False
O=C(c1ccccc1)N(Cc1nc2ccccc2c(=O)[nH]1)C1CCCC1,404,train,False
O=S(=O)(Cc1nnnn1-c1ccccc1)c1ccccc1,3547,train,False
COc1ccc(CNC(=O)CSc2cccc[n+]2[O-])cc1,0,train,False
COc1ccc(CCC(=O)NC(C)C)cc1,0,train,False
CCOc1ccc(/C=N/NC(=O)C2CC2)cc1OC,18,train,False
CC(=O)Nc1ccc(N2C(=O)CCC2=O)cc1C,827,val,False
CCOC(=O)c1c(S(=O)(=O)NCCc2ccccc2)c(C)n(C)c1C,227,train,False
Cc1ccc(NC(c2ccccc2)c2nc3ccccc3[nH]c2=O)cc1,383,train,False
C=CCn1c(-c2ccncc2)n[nH]c1=S,342,train,False
Cc1ccc(S(=O)(=O)N(CC(=O)NCc2ccncc2)Cc2ccc(F)cc2)cc1,29,train,False
Cc1[nH]nc2c1C(C(C)c1ccccc1)C(C#N)=C(N)O2,1579,train,False
COC(=O)c1ncccc1SC,1494,train,False
O=C(c1ccc(Cl)cc1)C1CCCN(Cc2cnn(-c3ccccc3)c2)C1,195,train,False
